Entity,Year,Life expectancy - Type: period - Sex: both - Age: 0
Mauritius,1991,700.994
Mayotte,1991,726.334
Mexico,1991,702.977
Micronesia (country),1991,67.619
Middle-income countries,1991,631.318
Moldova,1991,669.771
Monaco,1991,763.011
Mongolia,1991,592.369
Montenegro,1991,755.333
Montserrat,1991,721.473
More developed regions,1991,742.353
Morocco,1991,629.464
Mozambique,1991,446.596
Myanmar,1991,570.135
Namibia,1991,620.982
Nauru,1991,613.031
Nepal,1991,557.116
Netherlands,1991,771.564
New Caledonia,1991,693.998
New Zealand,1991,760.788
Nicaragua,1991,639.307
Niger,1991,422.176
Nigeria,1991,456.908
Niue,1991,675.741
No income group available,1991,71.677
North Korea,1991,703.125
North Macedonia,1991,718.149
Northern America (UN),1991,75.723
Northern Mariana Islands,1991,720.675
Norway,1991,770.382
Oceania (UN),1991,735.738
Oman,1991,70.189
Pakistan,1991,602.594
Palau,1991,618.904
Palestine,1991,683.056
Panama,1991,712.068
Papua New Guinea,1991,599.078
Paraguay,1991,681.729
Peru,1991,654.342
Philippines,1991,66.304
Poland,1991,703.777
Portugal,1991,742.401
Puerto Rico,1991,739.131
Qatar,1991,73.966
Reunion,1991,732.428
Romania,1991,698.842
Russia,1991,684.246
Rwanda,1991,46.519
Saint Barthelemy,1991,756.855
Saint Helena,1991,716.271
Saint Kitts and Nevis,1991,661.495
Saint Lucia,1991,706.019
Saint Martin (French part),1991,759.167
Saint Pierre and Miquelon,1991,729.685
Saint Vincent and the Grenadines,1991,729.368
Samoa,1991,678.814
San Marino,1991,788.539
Sao Tome and Principe,1991,614.289
Saudi Arabia,1991,693.658
Senegal,1991,571.389
Serbia,1991,707.056
Seychelles,1991,689.347
Sierra Leone,1991,435.063
Singapore,1991,753.289
Sint Maarten (Dutch part),1991,719.542
Slovakia,1991,709.224
Slovenia,1991,732.782
Small Island Developing States (SIDS),1991,657.896
Solomon Islands,1991,655.793
Somalia,1991,265.647
South Africa,1991,632.649
South Korea,1991,724.207
South Sudan,1991,301.479
Spain,1991,771.299
Sri Lanka,1991,717.512
Sudan,1991,502.129
Suriname,1991,644.532
Sweden,1991,777.281
Switzerland,1991,77.648
Syria,1991,700.357
Taiwan,1991,743.462
Tajikistan,1991,613.789
Tanzania,1991,513.058
Thailand,1991,707.168
Togo,1991,542.682
Tokelau,1991,694.541
Tonga,1991,675.176
Trinidad and Tobago,1991,688.595
Tunisia,1991,705.211
Turkey,1991,681.689
Turkmenistan,1991,640.346
Turks and Caicos Islands,1991,688.885
Tuvalu,1991,619.086
Uganda,1991,463.156
Ukraine,1991,69.073
United Arab Emirates,1991,722.414
United Kingdom,1991,759.098
United States,1991,755.227
United States Virgin Islands,1991,71.426
Upper-middle-income countries,1991,680.001
Uruguay,1991,733.051
Uzbekistan,1991,651.307
Vanuatu,1991,672.031
Venezuela,1991,718.318
Vietnam,1991,69.849
Wallis and Futuna,1991,702.817
Western Sahara,1991,582.587
World,1991,640.583
Yemen,1991,59.049
Zambia,1991,470.971
Zimbabwe,1991,580.911
Afghanistan,1992,475.955
Africa (UN),1992,512.365
Albania,1992,737.148
Algeria,1992,677.571
American Samoa,1992,706.474
Andorra,1992,803.241
Angola,1992,422.088
Anguilla,1992,732.999
Antigua and Barbuda,1992,734.168
Argentina,1992,724.295
Armenia,1992,686.266
Aruba,1992,731.786
Asia (UN),1992,647.535
Australia,1992,774.765
Austria,1992,759.931
Azerbaijan,1992,612.956
Bahamas,1992,706.679
Bahrain,1992,72.953
Bangladesh,1992,576.352
Barbados,1992,729.152
Belarus,1992,693.996
Belgium,1992,763.554
Belize,1992,699.793
Benin,1992,54.089
Bermuda,1992,738.005
Bhutan,1992,574.231
Bolivia,1992,576.287
Bonaire Sint Eustatius and Saba,1992,726.004
Bosnia and Herzegovina,1992,517.847
Botswana,1992,583.482
Brazil,1992,667.082
British Virgin Islands,1992,733.237
Brunei,1992,720.808
Bulgaria,1992,71.215
Burkina Faso,1992,494.373
Burundi,1992,438.951
Cambodia,1992,560.214
Cameroon,1992,544.809
Canada,1992,778.501
Cape Verde,1992,65.318
Cayman Islands,1992,720.592
Central African Republic,1992,487.932
Chad,1992,461.019
Chile,1992,741.354
China,1992,687.345
Colombia,1992,690.381
Comoros,1992,56.733
Congo,1992,54.663
Cook Islands,1992,673.663
Costa Rica,1992,766.269
Cote d'Ivoire,1992,521.382
Croatia,1992,727.094
Cuba,1992,741.615
Curacao,1992,725.534
Cyprus,1992,741.774
Czechia,1992,72.33
Democratic Republic of Congo,1992,492.436
Denmark,1992,752.672
Djibouti,1992,544.515
Dominica,1992,702.817
Dominican Republic,1992,680.842
East Timor,1992,462.758
Ecuador,1992,701.172
Egypt,1992,650.305
El Salvador,1992,646.574
Equatorial Guinea,1992,511.127
Eritrea,1992,524.652
Estonia,1992,693.445
Eswatini,1992,617.346
Ethiopia,1992,469.015
Europe (UN),1992,726.774
Falkland Islands,1992,55.932
Faroe Islands,1992,735.385
Fiji,1992,658.269
Finland,1992,756.469
France,1992,772.958
French Guiana,1992,713.228
French Polynesia,1992,744.191
Gabon,1992,605.447
Gambia,1992,529.408
Georgia,1992,67.783
Germany,1992,760.187
Ghana,1992,562.313
Gibraltar,1992,755.587
Greece,1992,77.282
Greenland,1992,670.471
Grenada,1992,71.291
Guadeloupe,1992,74.781
Guam,1992,727.181
Guatemala,1992,629.135
Guernsey,1992,787.005
Guinea,1992,483.626
Guinea-Bissau,1992,479.205
Guyana,1992,62.787
Haiti,1992,53.842
High-income countries,1992,757.703
Honduras,1992,659.909
Hong Kong,1992,780.148
Hungary,1992,691.671
Iceland,1992,786.183
India,1992,594.524
Indonesia,1992,641.264
Iran,1992,667.765
Iraq,1992,667.077
Ireland,1992,754.278
Isle of Man,1992,730.778
Israel,1992,76.869
Italy,1992,773.642
Jamaica,1992,721.885
Japan,1992,792.918
Jersey,1992,777.237
Jordan,1992,703.163
Kazakhstan,1992,641.593
Kenya,1992,572.589
Kiribati,1992,618.931
Kosovo,1992,714.875
Kuwait,1992,756.914
Kyrgyzstan,1992,640.521
Land-locked Developing Countries (LLDC),1992,511.122
Laos,1992,549.521
Latin America and the Caribbean (UN),1992,683.768
Latvia,1992,687.405
Least developed countries,1992,502.226
Lebanon,1992,711.924
Lesotho,1992,58.555
Less developed regions,1992,621.409
"Less developed regions, excluding China",1992,600.337
"Less developed regions, excluding least developed countries",1992,64.344
Liberia,1992,427.378
Libya,1992,702.324
Liechtenstein,1992,772.209
Lithuania,1992,704.432
Low-income countries,1992,482.257
Lower-middle-income countries,1992,597.419
Luxembourg,1992,753.879
Macao,1992,782.801
Madagascar,1992,530.386
Malawi,1992,434.126
Malaysia,1992,715.257
Maldives,1992,650.067
Mali,1992,474.957
Malta,1992,753.819
Marshall Islands,1992,623.834
Martinique,1992,753.915
Mauritania,1992,602.614
Mauritius,1992,702.878
Mayotte,1992,728.683
Mexico,1992,706.161
Micronesia (country),1992,67.832
Middle-income countries,1992,634.334
Moldova,1992,669.605
Monaco,1992,768.424
Mongolia,1992,596.413
Montenegro,1992,743.526
Montserrat,1992,727.652
More developed regions,1992,741.841
Morocco,1992,634.015
Mozambique,1992,449.492
Myanmar,1992,572.511
Namibia,1992,615.449
Nauru,1992,612.233
Nepal,1992,567.101
Netherlands,1992,773.595
New Caledonia,1992,696.127
New Zealand,1992,761.899
Nicaragua,1992,642.657
Niger,1992,429.473
Nigeria,1992,456.678
Niue,1992,670.964
No income group available,1992,716.608
North Korea,1992,708.239
North Macedonia,1992,712.002
Northern America (UN),1992,759.785
Northern Mariana Islands,1992,723.559
Norway,1992,772.461
Oceania (UN),1992,736.344
Oman,1992,706.556
Pakistan,1992,601.158
Palau,1992,62.236
Palestine,1992,685.922
Panama,1992,714.617
Papua New Guinea,1992,602.184
Paraguay,1992,683.952
Peru,1992,661.489
Philippines,1992,670.877
Poland,1992,709.072
Portugal,1992,748.701
Puerto Rico,1992,739.388
Qatar,1992,741.222
Reunion,1992,735.167
Romania,1992,694.055
Russia,1992,67.56
Rwanda,1992,443.189
Saint Barthelemy,1992,752.047
Saint Helena,1992,721.107
Saint Kitts and Nevis,1992,669.718
Saint Lucia,1992,70.799
Saint Martin (French part),1992,753.269
Saint Pierre and Miquelon,1992,738.552
Saint Vincent and the Grenadines,1992,726.238
Samoa,1992,683.855
San Marino,1992,788.439
Sao Tome and Principe,1992,612.837
Saudi Arabia,1992,699.254
Senegal,1992,571.124
Serbia,1992,708.839
Seychelles,1992,690.824
Sierra Leone,1992,436.214
Singapore,1992,756.009
Sint Maarten (Dutch part),1992,725.087
Slovakia,1992,713.665
Slovenia,1992,735.449
Small Island Developing States (SIDS),1992,660.467
Solomon Islands,1992,657.671
Somalia,1992,273.116
South Africa,1992,633.414
South Korea,1992,729.564
South Sudan,1992,227.245
Spain,1992,775.904
Sri Lanka,1992,725.298
Sudan,1992,458.909
Suriname,1992,646.503
Sweden,1992,780.709
Switzerland,1992,779.437
Syria,1992,702.625
Taiwan,1992,743.574
Tajikistan,1992,550.738
Tanzania,1992,509.888
Thailand,1992,708.853
Togo,1992,542.992
Tokelau,1992,697.276
Tonga,1992,676.864
Trinidad and Tobago,1992,683.914
Tunisia,1992,707.015
Turkey,1992,684.861
Turkmenistan,1992,638.752
Turks and Caicos Islands,1992,696.401
Tuvalu,1992,604.911
Uganda,1992,463.684
Ukraine,1992,686.289
United Arab Emirates,1992,723.062
United Kingdom,1992,763.063
United States,1992,757.776
United States Virgin Islands,1992,716.193
Upper-middle-income countries,1992,682.888
Uruguay,1992,734.412
Uzbekistan,1992,651.091
Vanuatu,1992,673.535
Venezuela,1992,71.806
Vietnam,1992,699.579
Wallis and Futuna,1992,704.841
Western Sahara,1992,587.258
World,1992,643.027
Yemen,1992,594.283
Zambia,1992,465.119
Zimbabwe,1992,564.354
Afghanistan,1993,514.664
Africa (UN),1993,51.549
Albania,1993,739.391
Algeria,1993,677.195
American Samoa,1993,707.756
Andorra,1993,786.633
Angola,1993,421.009
Anguilla,1993,737.589
Antigua and Barbuda,1993,734.819
Argentina,1993,725.646
Armenia,1993,688.415
Aruba,1993,732.254
Asia (UN),1993,651.086
Australia,1993,780.098
Austria,1993,762.258
Azerbaijan,1993,612.856
Bahamas,1993,706.559
Bahrain,1993,73.375
Bangladesh,1993,57.927
Barbados,1993,731.904
Belarus,1993,686.412
Belgium,1993,763.611
Belize,1993,699.882
Benin,1993,545.366
Bermuda,1993,744.869
Bhutan,1993,581.173
Bolivia,1993,584.179
Bonaire Sint Eustatius and Saba,1993,739.867
Bosnia and Herzegovina,1993,515.189
Botswana,1993,577.188
Brazil,1993,671.092
British Virgin Islands,1993,73.996
Brunei,1993,723.118
Bulgaria,1993,712.257
Burkina Faso,1993,492.089
Burundi,1993,37.105
Cambodia,1993,560.803
Cameroon,1993,540.615
Canada,1993,777.229
Cape Verde,1993,653.121
Cayman Islands,1993,722.064
Central African Republic,1993,48.353
Chad,1993,463.178
Chile,1993,741.953
China,1993,692.164
Colombia,1993,693.418
Comoros,1993,572.762
Congo,1993,541.462
Cook Islands,1993,676.027
Costa Rica,1993,767.029
Cote d'Ivoire,1993,519.249
Croatia,1993,732.173
Cuba,1993,742.608
Curacao,1993,726.362
Cyprus,1993,746.497
Czechia,1993,72.853
Democratic Republic of Congo,1993,495.512
Denmark,1993,751.877
Djibouti,1993,557.737
Dominica,1993,709.373
Dominican Republic,1993,684.715
East Timor,1993,472.535
Ecuador,1993,703.451
Egypt,1993,654.677
El Salvador,1993,652.351
Equatorial Guinea,1993,513.077
Eritrea,1993,532.341
Estonia,1993,685.792
Eswatini,1993,60.233
Ethiopia,1993,47.394
Europe (UN),1993,720.794
Falkland Islands,1993,579.454
Faroe Islands,1993,745.669
Fiji,1993,659.283
Finland,1993,758.849
France,1993,77.348
French Guiana,1993,716.064
French Polynesia,1993,748.043
Gabon,1993,607.183
Gambia,1993,53.748
Georgia,1993,676.557
Germany,1993,760.959
Ghana,1993,56.416
Gibraltar,1993,785.198
Greece,1993,77.654
Greenland,1993,658.758
Grenada,1993,715.761
Guadeloupe,1993,751.492
Guam,1993,729.523
Guatemala,1993,633.495
Guernsey,1993,773.153
Guinea,1993,489.617
Guinea-Bissau,1993,482.284
Guyana,1993,631.518
Haiti,1993,543.505
High-income countries,1993,758.256
Honduras,1993,662.507
Hong Kong,1993,783.262
Hungary,1993,691.803
Iceland,1993,787.296
India,1993,598.152
Indonesia,1993,645.981
Iran,1993,67.139
Iraq,1993,668.969
Ireland,1993,752.942
Isle of Man,1993,723.103
Israel,1993,774.502
Italy,1993,776.524
Jamaica,1993,719.215
Japan,1993,794.342
Jersey,1993,760.138
Jordan,1993,70.518
Kazakhstan,1993,641.985
Kenya,1993,566.168
Kiribati,1993,62.321
Kosovo,1993,718.173
Kuwait,1993,757.944
Kyrgyzstan,1993,638.221
Land-locked Developing Countries (LLDC),1993,510.153
Laos,1993,554.349
Latin America and the Caribbean (UN),1993,687.119
Latvia,1993,672.309
Least developed countries,1993,508.393
Lebanon,1993,713.824
Lesotho,1993,579.912
Less developed regions,1993,624.766
"Less developed regions, excluding China",1993,603.623
"Less developed regions, excluding least developed countries",1993,646.419
Liberia,1993,421.661
Libya,1993,704.202
Liechtenstein,1993,766.858
Lithuania,1993,689.906
Low-income countries,1993,491.192
Lower-middle-income countries,1993,599.483
Luxembourg,1993,759.415
Macao,1993,786.297
Madagascar,1993,53.906
Malawi,1993,433.876
Malaysia,1993,718.256
Maldives,1993,657.392
Mali,1993,477.325
Malta,1993,766.963
Marshall Islands,1993,624.759
Martinique,1993,756.847
Mauritania,1993,60.379
Mauritius,1993,702.711
Mayotte,1993,730.828
Mexico,1993,709.423
Micronesia (country),1993,680.589
Middle-income countries,1993,635.319
Moldova,1993,665.434
Monaco,1993,774.391
Mongolia,1993,60.038
Montenegro,1993,746.517
Montserrat,1993,736.193
More developed regions,1993,737.605
Morocco,1993,638.721
Mozambique,1993,453.543
Myanmar,1993,576.313
Namibia,1993,608.596
Nauru,1993,613.376
Nepal,1993,576.189
Netherlands,1993,770.352
New Caledonia,1993,702.602
New Zealand,1993,764.999
Nicaragua,1993,646.846
Niger,1993,438.172
Nigeria,1993,457.879
Niue,1993,66.661
No income group available,1993,71.787
North Korea,1993,718.705
North Macedonia,1993,71.88
Northern America (UN),1993,757.757
Northern Mariana Islands,1993,726.623
Norway,1993,772.206
Oceania (UN),1993,740.341
Oman,1993,711.648
Pakistan,1993,599.342
Palau,1993,625.928
Palestine,1993,688.526
Panama,1993,71.8
Papua New Guinea,1993,605.059
Paraguay,1993,686.334
Peru,1993,666.814
Philippines,1993,675.417
Poland,1993,714.197
Portugal,1993,747.614
Puerto Rico,1993,740.291
Qatar,1993,742.434
Reunion,1993,736.886
Romania,1993,695.784
Russia,1993,65.019
Rwanda,1993,421.658
Saint Barthelemy,1993,754.283
Saint Helena,1993,722.318
Saint Kitts and Nevis,1993,675.802
Saint Lucia,1993,711.142
Saint Martin (French part),1993,754.831
Saint Pierre and Miquelon,1993,737.906
Saint Vincent and the Grenadines,1993,724.582
Samoa,1993,687.009
San Marino,1993,789.294
Sao Tome and Principe,1993,61.138
Saudi Arabia,1993,703.033
Senegal,1993,569.961
Serbia,1993,710.479
Seychelles,1993,690.419
Sierra Leone,1993,435.936
Singapore,1993,758.015
Sint Maarten (Dutch part),1993,722.928
Slovakia,1993,718.817
Slovenia,1993,734.681
Small Island Developing States (SIDS),1993,662.993
Solomon Islands,1993,65.958
Somalia,1993,506.485
South Africa,1993,630.447
South Korea,1993,73.283
South Sudan,1993,227.041
Spain,1993,777.302
Sri Lanka,1993,73.052
Sudan,1993,465.752
Suriname,1993,649.799
Sweden,1993,781.352
Switzerland,1993,782.332
Syria,1993,701.929
Taiwan,1993,746.661
Tajikistan,1993,528.669
Tanzania,1993,508.698
Thailand,1993,710.678
Togo,1993,541.953
Tokelau,1993,700.097
Tonga,1993,678.548
Trinidad and Tobago,1993,688.113
Tunisia,1993,712.347
Turkey,1993,68.911
Turkmenistan,1993,638.037
Turks and Caicos Islands,1993,69.625
Tuvalu,1993,62.654
Uganda,1993,462.367
Ukraine,1993,678.725
United Arab Emirates,1993,725.213
United Kingdom,1993,761.627
United States,1993,75.567
United States Virgin Islands,1993,717.821
Upper-middle-income countries,1993,683.463
Uruguay,1993,73.579
Uzbekistan,1993,648.289
Vanuatu,1993,675.281
Venezuela,1993,719.253
Vietnam,1993,706.212
Wallis and Futuna,1993,698.675
Western Sahara,1993,59.183
World,1993,644.369
Yemen,1993,598.595
Zambia,1993,462.094
Zimbabwe,1993,544.264
Afghanistan,1994,514.945
Africa (UN),1994,505.156
Albania,1994,741.313
Algeria,1994,673.614
American Samoa,1994,708.463
Andorra,1994,82.638
Angola,1994,434.217
Anguilla,1994,740.801
Antigua and Barbuda,1994,735.912
Argentina,1994,731.725
Armenia,1994,690.725
Aruba,1994,732.725
Asia (UN),1994,654.131
Australia,1994,778.558
Austria,1994,765.425
Azerbaijan,1994,615.941
Bahamas,1994,708.507
Bahrain,1994,735.173
Bangladesh,1994,586.166
Barbados,1994,732.113
Belarus,1994,692.323
Belgium,1994,767.142
Belize,1994,703.164
Benin,1994,549.104
Bermuda,1994,736.075
Bhutan,1994,586.353
Bolivia,1994,589.886
Bonaire Sint Eustatius and Saba,1994,744.155
Bosnia and Herzegovina,1994,672.094
Botswana,1994,561.542
Brazil,1994,675.684
British Virgin Islands,1994,736.304
Brunei,1994,725.529
Bulgaria,1994,709.011
Burkina Faso,1994,493.069
Burundi,1994,440.802
Cambodia,1994,560.355
Cameroon,1994,535.281
Canada,1994,778.991
Cape Verde,1994,652.504
Cayman Islands,1994,722.099
Central African Republic,1994,478.529
Chad,1994,464.492
Chile,1994,746.139
China,1994,695.201
Colombia,1994,696.132
Comoros,1994,57.694
Congo,1994,537.383
Cook Islands,1994,678.805
Costa Rica,1994,76.67
Cote d'Ivoire,1994,517.368
Croatia,1994,737.818
Cuba,1994,744.106
Curacao,1994,727.312
Cyprus,1994,747.201
Czechia,1994,73.082
Democratic Republic of Congo,1994,498.841
Denmark,1994,754.394
Djibouti,1994,555.053
Dominica,1994,710.757
Dominican Republic,1994,687.917
East Timor,1994,482.516
Ecuador,1994,707.571
Egypt,1994,658.155
El Salvador,1994,658.384
Equatorial Guinea,1994,514.151
Eritrea,1994,540.998
Estonia,1994,678.846
Eswatini,1994,582.678
Ethiopia,1994,478.607
Europe (UN),1994,720.876
Falkland Islands,1994,60.158
Faroe Islands,1994,759.949
Fiji,1994,661.246
Finland,1994,765.748
France,1994,777.678
French Guiana,1994,719.456
French Polynesia,1994,753.107
Gabon,1994,607.012
Gambia,1994,547.206
Georgia,1994,685.539
Germany,1994,763.931
Ghana,1994,561.124
Gibraltar,1994,791.637
Greece,1994,778.029
Greenland,1994,655.307
Grenada,1994,717.856
Guadeloupe,1994,75.455
Guam,1994,730.584
Guatemala,1994,63.726
Guernsey,1994,78.483
Guinea,1994,491.711
Guinea-Bissau,1994,48.156
Guyana,1994,633.717
Haiti,1994,54.653
High-income countries,1994,761.382
Honduras,1994,665.743
Hong Kong,1994,787.323
Hungary,1994,696.044
Iceland,1994,79.166
India,1994,602.158
Indonesia,1994,648.562
Iran,1994,674.684
Iraq,1994,667.442
